id	skewness	kurtosis
1tul	-0.08813911924759547	-0.789924706096952
1tup	nan	nan
1ulo	0.041249867218236126	-1.0596668534327325
1umu	0.18121573080619177	0.12260978414137505
1vca	-0.17196626278261343	-0.6614633861566703
1vie	0.15807179113229117	-0.39105350703359515
1vmo	-0.012337641169627508	-0.7577188004660764
1wap	-0.0010480264459285125	-0.7387618738682673
1wba	0.019045144319534302	-0.8511536547087096
1whi	0.0019447592397530873	-0.6151512112452345
1who	-0.08205097168684006	-0.8576688059763776
1wkt	0.02190857511013746	-0.8248902411921433
1wpo	0.002520173943291109	-0.7772126785901503
1xnb	0.14039217991133532	-0.7749865981062528
1xso	0.004032844832787909	-0.6649002745252277
1yhb	-0.45666976273059845	-0.3021166404588806
1ytf	nan	nan
2arc	0.07578145898878574	-0.7390066703295486
2bbk	0.03712042886763811	-0.8592694052207686
2bbv	nan	nan
2bpa	nan	nan
2cba	0.18597799322257438	-0.6655393650728887
2cpl	-0.03128548959891001	-0.920166706493278
2eng	-0.01323516620323062	-0.7974673128311368
2fgf	0.06838355089227359	-0.9134796580987637
2hft	-0.13960495591163635	-0.8016150627006774
2kau	0.14565980571529105	-0.6166437684049232
2ohx	0.02324912883341312	-0.7738369493483956
2pcd	0.03202255613481005	-0.7114740293632278
2pec	0.08303466128806274	-0.768445051035879
2phl	-0.11778137284434505	-0.6665662842749202
2pia	-0.01681653286019961	-0.7327323608124185
2sbl	-0.05628613984299591	-0.7700516507412796
2sil	-0.006154531302551429	-0.951096949958222
2snv	-0.0612927076096336	-0.4429224120586868
2trc	0.06102764440907372	-0.8288751158414414
3dpa	0.027722750479976337	-0.8257093182475458
3ull	-0.2406962364912033	-0.3430817038303728
4aah	-0.018616519635543227	-0.9662921453079176
4gcr	0.0012182543675104778	-0.7254456028508595
4kbp	-0.002412655119163294	-0.7220377812296884
