id	skewness	kurtosis	label
1mmoB	0.396670858065287	-0.223009330094701	1
1mmoG	0.251200536886851	-0.30316703848232	1
1mngA	0.043862804149588	-0.779799811672373	1
1mseC	-0.007961257128045	-1.06643551839658	1
1mykA	0.377296976745129	-0.474281445158814	1
1ngrA	-0.156560848156611	-0.734962725973362	1
1nklA	-0.051522920529048	-0.843270905063892	1
1occE	0.048204907526573	-0.663793667637527	1
1occH	0.003883772219221	-0.58312710872976	1
1octC	0.079245704536637	-1.04531740521449	1
1olgA	-0.019096394379934	-1.09485973090659	1
1opcA	-0.058803214691579	-0.809032926754745	1
1paxA	-0.070991246029735	-0.812130955899069	1
1pdnC	0.102367048462232	-1.22180382428655	1
1phbA	0.075642211983601	-0.791941543790212	1
1pnbA	0.475935121377309	-0.917225879414103	1
1pnrA	0.252813663954536	-0.608996594388604	1
1poaA	0.037543232242266	-0.685749401955223	1
1pocA	-0.113670153543353	-0.840558504613474	1
1pprM	-0.020730712761482	-0.908507039481819	1
1prcC	0.006591490159432	-0.580477330407608	1
1rgpA	-0.046344300111135	-0.695173635043642	1
1rlrA	-0.013404453794162	-0.594151849188543	1
1rnlA	0.048642734453703	-0.701381671851311	1
1rpoA	-0.040319961185257	-0.989599845483709	1
1rroA	-0.073546625673771	-0.87296625329227	1
1rytA	-0.206211938212315	-0.801045879903866	1
1setA	-0.263384728382031	-0.414372722262217	1
1sfeA	-0.131292418887218	-0.836131604244803	1
1sigA	-0.159064739942551	-0.462497746159485	1
1slyA	0.212043588360151	-0.915543501004385	1
1sraA	0.126030479868253	-0.889970631294357	1
1tadA	-0.036418015758197	-0.815469693541749	1
1tafA	0.228895008563995	-1.03063381038498	1
1tnsA	0.269622671107451	-0.824172351393465	1
1tptA	-0.002622311313947	-0.783817813213279	1
1utgA	0.255373619496822	-0.755715758830544	1
1vdfA	0.195610186783597	-1.04107978350802	1
1viiA	0.130890563130379	-1.15224199977049	1
1vinA	0.000695852562785	-0.927517666701868	1
1vncA	-0.02621478602911	-0.792354797943101	1
1volA	0.043668644502759	-0.918345772727772	1
1vtmP	0.143155823151271	-0.473746403970959	1
1xgsA	0.183298327028751	-0.733688251635521	1
1ytfB	-0.020212113857269	-0.802544912371669	1
1yveI	-0.098633805910746	-0.763094035767158	1
256bA	-0.106308517356714	-0.999447394761593	1
2abkA	0.028733839591344	-0.917002571410536	1
2bctA	-0.221181102097034	-0.907216362939701	1
2ccyA	0.173452983299891	-0.832211025851945	1
2endA	-0.081043304565052	-0.808611888131666	1
2gstA	0.130050801298542	-0.757336289006208	1
2hmqA	-0.044005832324425	-0.843875853006755	1
2hmxA	-0.985145976146062	0.967133088878967	1
2htsA	0.042570797726512	-0.562865279361267	1
2ligA	0.312377552191416	-0.706008035314029	1
2pgdA	-0.04741766055425	-0.225579698548454	1
2scpA	-0.058071110397577	-0.904428183070442	1
2spcA	0.102192311392476	-0.670642895227265	1
2tctA	0.395126034816106	-0.216379176830386	1
2wrpR	0.331832610070705	-0.797124381489831	1
2ztaA	-0.035390205681324	-0.941144319359618	1
3sdhA	0.095724900563558	-0.83938987250123	1
4icbA	0.085402686769764	-0.899481746170454	1
5easA	-0.029319315372656	-0.814851372670485	1
