id	AA	BA	CA	DA	EA	FA	AB	BB	CB	DB	EB	FB	AC	BC	CC	DC	EC	FC	AD	BD	CD	DD	ED	FD	AE	BE	CE	DE	EE	FE	AF	BF	CF	DF	EF	FF	label
1aruA	0	0	0	0	0	0	0	7	1	33	14	5	0	3	1	4	0	0	0	30	5	87	38	13	0	14	1	39	15	2	0	6	0	10	4	3	1
1beoA	0	0	0	0	0	0	0	2	2	7	2	1	0	2	0	3	1	0	0	7	4	24	8	6	0	2	0	11	8	0	0	1	0	5	1	0	1
1bfmA	0	0	0	0	0	0	0	3	0	6	3	0	0	0	0	0	0	0	0	4	0	18	14	1	0	5	0	11	2	0	0	0	0	1	0	0	1
1bgcA	0	0	0	0	0	0	0	5	0	10	12	2	0	0	0	3	2	0	0	10	3	33	20	3	0	13	2	17	7	5	0	1	0	6	3	0	1
1bipA	0	0	0	0	0	0	0	2	2	8	6	0	0	1	1	6	0	2	0	8	5	28	17	1	0	6	2	14	6	1	0	0	0	4	0	1	1
1bmfG	0	0	0	0	0	0	0	2	0	12	4	1	0	0	0	0	1	0	0	9	1	34	18	2	0	8	0	17	6	1	0	0	0	2	2	1	1
1bmtA	0	0	0	0	0	0	0	11	1	22	18	3	0	1	0	0	0	0	0	22	0	51	27	5	0	15	0	27	22	6	0	7	0	4	3	0	1
1bucA	0	0	0	0	0	0	0	17	0	38	16	8	0	0	0	1	2	0	0	37	3	74	47	18	0	18	0	49	15	6	0	7	0	16	9	1	1
1c5aA	0	0	0	0	0	0	0	8	1	4	2	1	0	1	2	3	0	0	0	6	0	12	6	4	0	1	1	4	2	1	0	0	2	4	0	0	1
1cemA	0	0	0	0	0	0	0	17	1	36	10	13	0	1	0	2	1	1	0	35	1	76	29	27	0	12	1	31	13	4	0	12	2	24	7	6	1
1cmbA	0	0	0	0	0	0	0	5	1	17	2	1	0	0	0	0	1	0	0	10	0	19	15	3	0	8	0	8	4	2	0	3	0	4	0	0	1
1cooA	0	0	0	0	0	0	0	3	0	8	5	1	0	1	0	0	0	0	0	3	0	16	15	1	0	8	1	10	5	1	0	1	0	1	0	0	1
1cpcA	0	0	0	0	0	0	0	2	0	16	7	1	0	0	0	1	0	1	0	17	0	43	19	7	0	4	2	14	4	6	0	3	0	11	1	2	1
1cpoA	0	0	0	0	0	0	0	15	1	28	14	6	0	1	0	1	1	0	0	30	2	63	31	14	0	9	0	29	9	9	0	9	0	19	1	5	1
1crkA	0	0	0	0	0	0	0	19	1	31	19	9	0	4	0	3	0	1	0	30	4	84	45	10	0	20	3	43	16	8	0	6	0	12	10	1	1
1csgA	0	0	0	0	0	0	0	4	0	10	8	5	0	1	0	3	0	0	0	13	2	24	10	3	0	8	1	10	7	1	0	1	1	5	2	0	1
1cshA	0	0	0	0	0	0	0	11	2	43	17	4	0	1	0	2	0	0	0	33	0	91	54	26	0	21	1	54	26	7	0	11	0	14	12	4	1
1csmA	0	0	0	0	0	0	0	9	0	23	21	4	0	1	0	1	0	0	0	22	1	41	25	13	0	16	1	27	14	7	0	8	0	10	6	1	1
1dipA	0	0	0	0	0	0	0	5	0	12	5	1	0	0	0	0	0	0	0	11	0	14	7	1	0	7	0	6	5	0	0	0	0	1	1	0	1
1dnpA	0	0	0	0	0	0	0	14	2	50	23	12	0	2	0	1	3	1	0	48	3	96	45	20	0	22	2	46	20	10	0	15	0	19	9	5	1
1dprA	0	0	0	0	0	0	0	5	0	11	9	2	0	0	0	1	0	0	0	14	1	26	19	1	0	8	0	21	10	1	0	0	0	2	2	0	1
1dsbA	0	0	0	0	0	0	0	8	0	18	12	7	0	0	0	1	0	1	0	18	1	27	24	5	0	12	0	22	4	6	0	7	1	7	4	2	1
1dvhA	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	2	0	0	0	6	1	24	9	5	0	2	1	8	1	1	0	1	0	3	2	0	1
1eciA	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	1	0	0	2	3	9	3	1	0	1	0	5	1	1	0	0	0	2	1	0	1
1ecmA	0	0	0	0	0	0	0	4	0	7	7	1	0	0	0	0	0	0	0	11	0	14	13	0	0	5	0	15	10	1	0	0	0	1	1	0	1
1enhA	0	0	0	0	0	0	0	6	0	6	1	2	0	0	0	0	0	0	0	4	0	13	6	1	0	4	0	4	0	1	0	1	0	2	1	1	1
1ercA	0	0	0	0	0	0	0	2	2	3	2	0	0	2	0	3	1	0	0	6	2	5	0	1	0	0	1	2	0	3	0	0	1	1	2	0	1
1etdA	0	0	0	0	0	0	0	2	2	9	5	4	0	0	0	1	1	0	0	9	0	20	10	5	0	7	0	6	5	4	0	3	0	8	2	2	1
1etpA	0	0	0	0	0	0	0	7	0	25	8	0	0	0	0	3	1	0	0	23	4	46	20	7	0	8	0	20	5	2	0	2	0	6	1	1	1
1ezmA	0	0	0	0	0	0	0	13	1	24	13	7	0	0	0	4	0	0	0	27	3	74	19	20	0	11	0	23	10	6	0	7	0	18	8	9	1
1fapB	0	0	0	0	0	0	0	3	0	11	4	3	0	0	0	0	0	1	0	10	1	12	8	6	0	7	0	10	4	1	0	1	0	4	6	2	1
1fc2C	0	0	0	0	0	0	0	7	0	7	2	2	0	0	0	0	0	0	0	8	0	2	4	0	0	3	0	2	2	1	0	0	0	2	0	1	1
1fipA	0	0	0	0	0	0	0	4	0	7	7	1	0	0	0	0	0	0	0	6	0	10	7	3	0	6	0	9	7	0	0	2	0	1	1	1	1
1fowA	0	0	0	0	0	0	0	1	0	7	5	0	0	0	0	0	0	0	0	8	0	22	11	0	0	3	0	11	5	1	0	0	0	1	0	0	1
1fpsA	0	0	0	0	0	0	0	18	1	33	21	7	0	2	0	3	1	2	0	34	3	49	37	12	0	20	2	34	20	10	0	6	2	16	7	7	1
1gabA	0	0	0	0	0	0	0	4	0	5	4	1	0	0	0	0	0	0	0	5	0	11	6	0	0	3	0	6	2	1	0	2	0	0	0	2	1
1glmA	0	0	0	0	0	0	0	15	2	43	16	12	0	0	0	4	2	1	0	50	4	115	40	24	0	16	0	40	22	9	0	7	1	31	7	8	1
1glnA	0	0	0	0	0	0	0	20	0	44	14	12	0	0	0	0	1	0	0	43	0	94	61	21	0	19	1	51	25	13	0	8	0	29	9	2	1
1grjA	0	0	0	0	0	0	0	14	1	18	8	1	0	0	0	0	0	1	0	14	0	21	19	4	0	10	0	17	12	2	0	5	0	2	1	0	1
1grlA	0	0	0	0	0	0	0	26	0	45	37	4	0	2	0	1	0	0	0	49	2	110	75	6	0	29	1	78	35	3	0	5	0	8	0	1	1
1hcrA	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	0	0	0	0	2	0	16	5	3	0	2	0	8	2	0	0	0	0	1	2	1	1
1hdjA	0	0	0	0	0	0	0	4	0	12	0	3	0	0	0	1	0	0	0	10	0	17	8	4	0	4	0	4	1	0	0	1	0	5	1	1	1
1hmeA	0	0	0	0	0	0	0	2	0	10	0	3	0	0	0	0	0	1	0	9	1	23	7	3	0	3	0	5	0	1	0	1	0	4	2	1	1
1hstA	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	5	0	26	11	3	0	3	0	9	3	1	0	0	0	4	0	0	1
1hvdA	0	0	0	0	0	0	0	18	0	30	9	10	0	0	0	0	1	0	0	27	0	67	35	11	0	17	0	33	25	3	0	5	0	10	9	2	1
1hypA	0	0	0	0	0	0	0	1	0	4	8	0	0	1	1	3	3	0	0	4	4	12	7	1	0	7	3	8	6	0	0	0	0	1	0	0	1
1ifjA	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	4	0	14	4	4	0	0	0	5	5	1	0	1	0	4	1	0	1
1ignA	0	0	0	0	0	0	0	13	0	18	5	5	0	0	0	0	0	0	0	14	0	45	18	11	0	7	0	14	7	6	0	7	0	11	4	3	1
1ihfB	0	0	0	0	0	0	0	2	0	10	6	0	0	0	0	0	0	0	0	10	0	26	10	5	0	6	0	9	2	1	0	0	0	5	1	0	1
1ilkA	0	0	0	0	0	0	0	11	2	14	9	3	0	0	0	4	0	0	0	12	2	15	21	4	0	12	0	14	6	6	0	4	0	7	2	2	1
1imqA	0	0	0	0	0	0	0	5	1	12	3	1	0	0	0	0	1	0	0	9	0	19	7	4	0	5	0	5	5	1	0	3	0	2	1	1	1
1jvrA	0	0	0	0	0	0	0	2	0	5	8	2	0	1	0	0	1	0	0	5	1	51	15	3	0	5	0	15	6	5	0	4	1	5	1	0	1
1lbdA	0	0	0	0	0	0	0	7	1	21	15	3	0	0	0	2	1	1	0	24	1	42	28	8	0	15	2	30	18	2	0	1	0	8	5	2	1
1lbuA	0	0	0	0	0	0	0	4	2	19	8	3	0	1	0	4	0	1	0	21	3	63	18	14	0	8	0	22	2	0	0	3	1	11	3	1	1
1leaA	0	0	0	0	0	0	0	5	0	7	2	1	0	0	0	0	0	0	0	5	0	20	11	1	0	4	0	9	4	0	0	0	0	1	1	0	1
1lisA	0	0	0	0	0	0	0	1	0	6	11	3	0	0	0	0	0	0	0	10	0	23	18	2	0	7	0	14	5	11	0	3	0	11	2	3	1
1llaA	0	0	0	0	0	0	0	26	1	57	29	15	0	2	0	3	2	2	0	49	6	107	69	30	0	37	1	63	20	12	0	13	1	31	14	9	1
1lliA	0	0	0	0	0	0	0	6	0	6	4	5	0	0	0	0	0	0	0	10	0	14	13	1	0	4	0	17	2	0	0	1	0	1	4	0	1
1lpeA	0	0	0	0	0	0	0	11	0	15	9	3	0	0	0	0	1	0	0	11	1	24	21	2	0	14	0	16	5	2	0	2	0	4	1	1	1
1lreA	0	0	0	0	0	0	0	6	0	9	7	1	0	0	0	0	0	0	0	10	0	9	10	3	0	6	0	12	3	0	0	1	0	2	1	0	1
1lrvA	0	0	0	0	0	0	0	13	0	24	11	2	0	1	0	2	1	0	0	21	3	33	37	6	0	12	1	35	12	4	0	3	0	7	2	2	1
1mhlA	0	0	0	0	0	0	0	8	1	10	3	1	0	0	0	0	1	0	0	8	1	20	11	8	0	4	0	9	3	3	0	3	0	8	1	0	1
1mmoB	0	0	0	0	0	0	0	15	1	39	15	13	0	1	0	1	0	0	0	36	0	70	37	26	0	14	1	37	8	11	0	18	0	21	11	8	1
1mmoG	0	0	0	0	0	0	0	7	0	13	15	4	0	0	0	0	0	0	0	20	0	29	15	6	0	7	0	19	6	4	0	5	0	8	1	2	1
1mngA	0	0	0	0	0	0	0	9	0	13	14	6	0	0	0	0	0	0	0	19	0	38	21	11	0	10	0	23	8	5	0	4	0	15	3	3	1
1mseC	0	0	0	0	0	0	0	7	0	10	2	2	0	1	0	0	0	0	0	11	1	24	11	6	0	2	0	12	7	0	0	0	0	7	1	0	1
1mykA	0	0	0	0	0	0	0	2	0	4	4	2	0	0	0	0	0	0	0	5	0	6	4	2	0	4	0	5	4	0	0	1	0	2	1	0	1
1ngrA	0	0	0	0	0	0	0	2	0	9	6	1	0	0	0	1	1	0	0	11	2	14	8	4	0	4	0	12	4	0	0	0	0	4	1	0	1
1nklA	0	0	0	0	0	0	0	3	2	6	3	1	0	0	0	1	4	1	0	7	3	12	9	0	0	4	1	10	5	1	0	0	0	3	0	1	1
1occE	0	0	0	0	0	0	0	6	0	7	8	4	0	0	0	1	0	0	0	9	1	23	11	2	0	8	0	11	6	2	0	2	0	5	1	1	1
1occH	0	0	0	0	0	0	0	5	2	4	1	4	0	1	0	1	2	0	0	6	1	18	4	5	0	1	0	6	0	2	0	3	1	5	1	1	1
1octC	0	0	0	0	0	0	0	8	1	13	11	1	0	0	0	0	1	1	0	15	1	18	13	6	0	10	0	15	3	2	0	2	0	6	2	1	1
1olgA	0	0	0	0	0	0	0	1	0	6	4	1	0	0	0	0	0	0	0	6	0	8	2	2	0	4	0	3	0	0	0	1	0	1	1	1	1
1opcA	0	0	0	0	0	0	0	4	0	7	7	0	0	0	0	0	0	0	0	6	0	21	12	6	0	5	0	13	5	3	0	2	0	4	3	0	1
1paxA	0	0	0	0	0	0	0	9	0	35	24	8	0	0	0	1	0	1	0	31	1	65	40	12	0	27	1	39	22	5	0	9	0	9	8	2	1
1pdnC	0	0	0	0	0	0	0	5	1	6	6	2	0	0	0	2	1	0	0	9	0	33	17	2	0	6	2	18	6	1	0	1	0	2	2	0	1
1phbA	0	0	0	0	0	0	0	18	3	40	18	8	0	2	0	4	2	0	0	36	4	74	47	15	0	18	1	46	27	9	0	14	0	12	6	0	1
1pnbA	0	0	0	0	0	0	0	5	2	3	0	1	0	0	0	2	0	0	0	4	0	4	3	0	0	1	0	1	0	1	0	2	0	1	0	0	1
1pnrA	0	0	0	0	0	0	0	10	0	33	18	6	0	1	0	0	2	1	0	37	3	65	37	12	0	13	0	40	26	6	0	6	1	16	2	2	1
1poaA	0	0	0	0	0	0	0	7	3	6	4	6	0	4	1	6	2	1	0	6	5	23	6	7	0	6	0	7	1	0	0	4	4	5	1	2	1
1pocA	0	0	0	0	0	0	0	2	2	11	3	4	0	2	1	5	1	1	0	12	4	36	10	4	0	5	2	9	3	1	0	1	1	5	4	4	1
1pprM	0	0	0	0	0	0	0	6	0	28	17	5	0	0	0	0	0	0	0	33	0	81	38	8	0	13	0	41	15	6	0	4	0	10	5	1	1
1prcC	0	0	0	0	0	0	0	6	0	37	10	3	0	2	0	4	0	2	0	31	7	75	44	15	0	10	0	39	10	8	0	7	2	16	3	1	1
1rgpA	0	0	0	0	0	0	0	13	0	18	13	5	0	0	0	0	0	0	0	19	0	20	23	5	0	13	0	21	13	7	0	4	0	9	5	0	1
1rlrA	0	0	0	0	0	0	0	32	1	57	44	24	0	1	0	6	2	0	0	66	4	140	80	29	0	38	4	87	33	13	0	21	0	30	15	9	1
1rnlA	0	0	0	0	0	0	0	6	0	22	12	0	0	0	0	0	0	0	0	22	0	32	32	1	0	13	0	32	21	2	0	0	0	1	3	0	1
1rpoA	0	0	0	0	0	0	0	6	1	8	3	0	0	0	0	1	1	0	0	7	0	9	7	2	0	4	1	5	1	1	0	0	0	2	1	0	1
1rroA	0	0	0	0	0	0	0	11	1	14	5	4	0	1	0	0	0	0	0	15	0	16	10	1	0	7	0	6	3	3	0	1	0	6	1	2	1
1rytA	0	0	0	0	0	0	0	6	0	26	5	3	0	1	0	2	1	0	0	17	4	46	14	12	0	11	0	9	5	5	0	5	0	11	5	1	1
1setA	0	0	0	0	0	0	0	16	0	40	26	5	0	0	0	2	0	0	0	38	2	82	51	21	0	28	0	46	22	7	0	5	0	23	5	1	1
1sfeA	0	0	0	0	0	0	0	10	1	16	3	4	0	1	0	4	1	0	0	13	4	29	25	4	0	9	1	21	10	0	0	0	0	5	3	0	1
1sigA	0	0	0	0	0	0	0	19	0	31	24	4	0	2	0	0	1	0	0	26	2	47	36	11	0	21	1	33	15	7	0	9	0	11	2	2	1
1slyA	0	0	0	0	0	0	0	35	2	64	26	15	0	1	0	1	0	0	0	60	0	123	67	29	0	33	0	58	26	12	0	14	0	33	10	8	1
1sraA	0	0	0	0	0	0	0	10	1	16	9	5	0	0	0	4	0	0	0	15	1	15	17	5	0	10	1	15	7	4	0	6	1	4	3	1	1
1tadA	0	0	0	0	0	0	0	13	1	29	18	9	0	1	0	4	2	0	0	29	1	48	34	11	0	18	2	34	21	9	0	8	3	9	9	2	1
1tafA	0	0	0	0	0	0	0	4	0	5	8	1	0	0	0	0	0	0	0	4	0	10	6	3	0	7	0	7	6	1	0	2	0	2	1	0	1
1tnsA	0	0	0	0	0	0	0	1	0	6	4	3	0	0	0	0	0	0	0	7	0	22	9	0	0	4	0	8	3	2	0	1	0	2	2	1	1
1tptA	0	0	0	0	0	0	0	15	0	42	19	4	0	0	0	1	1	0	0	37	1	97	67	12	0	20	1	64	23	8	0	7	0	10	7	3	1
1utgA	0	0	0	0	0	0	0	3	0	6	3	2	0	0	0	0	2	0	0	7	1	13	8	1	0	3	1	10	6	0	0	1	0	2	0	0	1
1vdfA	0	0	0	0	0	0	0	3	1	7	4	0	0	1	0	1	0	0	0	4	1	2	7	0	0	7	0	2	3	1	0	0	0	1	0	0	1
1viiA	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	1	0	6	4	4	0	2	0	4	1	0	0	1	0	1	3	0	1
1vinA	0	0	0	0	0	0	0	8	0	22	16	2	0	1	0	2	0	0	0	21	2	34	36	9	0	13	1	30	16	13	0	6	0	14	4	1	1
1vncA	0	0	0	0	0	0	0	36	0	51	20	18	0	0	0	1	1	0	0	57	2	128	57	28	0	24	0	62	21	7	0	8	0	31	14	9	1
1volA	0	0	0	0	0	0	0	4	0	22	9	2	0	0	0	3	2	1	0	15	3	45	26	8	0	16	2	22	6	3	0	2	1	6	5	0	1
1vtmP	0	0	0	0	0	0	0	10	0	12	11	5	0	0	0	0	1	0	0	18	1	34	9	7	0	6	0	16	8	3	0	4	0	7	4	1	1
1xgsA	0	0	0	0	0	0	0	9	0	25	20	1	0	0	0	0	0	0	0	22	0	52	44	13	0	19	0	42	19	7	0	4	0	12	5	0	1
1ytfB	0	0	0	0	0	0	0	6	0	4	4	3	0	0	0	0	0	0	0	6	0	4	3	0	0	4	0	5	3	0	0	1	0	0	2	0	1
1yveI	0	0	0	0	0	0	0	19	0	47	19	10	0	4	0	0	2	0	0	40	3	106	64	25	0	23	2	63	30	9	0	9	1	22	12	2	1
256bA	0	0	0	0	0	0	0	9	0	15	7	1	0	0	0	0	0	0	0	14	0	22	10	3	0	8	0	9	3	0	0	1	0	3	0	0	1
2abkA	0	0	0	0	0	0	0	8	2	14	15	2	0	1	0	4	2	0	0	16	3	47	19	9	0	12	2	23	16	2	0	4	0	6	3	0	1
2bctA	0	0	0	0	0	0	0	23	3	42	24	1	0	2	0	4	5	0	0	40	6	97	69	12	0	26	2	75	52	2	0	1	0	7	7	1	1
2ccyA	0	0	0	0	0	0	0	4	0	17	2	0	0	0	0	1	1	0	0	13	2	40	14	5	0	3	0	12	3	2	0	3	0	4	0	0	1
2endA	0	0	0	0	0	0	0	4	0	15	5	2	0	1	0	0	0	0	0	8	0	25	21	7	0	8	1	16	4	3	0	5	0	5	2	4	1
2gstA	0	0	0	0	0	0	0	8	0	20	10	8	0	0	0	1	2	0	0	20	1	31	24	10	0	7	1	21	12	10	0	11	1	13	3	2	1
2hmqA	0	0	0	0	0	0	0	8	0	9	7	3	0	0	0	1	0	1	0	11	1	18	7	8	0	4	0	9	6	3	0	4	1	9	1	1	1
2hmxA	0	0	0	0	0	0	0	8	0	15	9	2	0	0	0	1	0	1	0	17	1	29	11	3	0	7	1	15	5	0	0	2	0	2	3	0	1
2htsA	0	0	0	0	0	0	0	7	0	7	5	2	0	0	0	0	0	0	0	8	0	18	5	6	0	4	0	4	4	4	0	2	0	8	2	1	1
2ligA	0	0	0	0	0	0	0	11	1	18	10	4	0	0	0	1	0	0	0	19	0	28	13	6	0	10	0	12	8	2	0	3	0	7	2	1	1
2pgdA	0	0	0	0	0	0	0	17	3	38	21	9	0	1	1	5	2	0	0	39	2	101	53	20	0	18	2	51	35	11	0	13	1	20	6	3	1
2scpA	0	0	0	0	0	0	0	11	0	15	12	5	0	0	0	0	0	0	0	22	0	27	15	5	0	4	0	24	8	5	0	6	0	4	5	5	1
2spcA	0	0	0	0	0	0	0	8	1	14	9	1	0	1	0	0	0	0	0	15	0	16	9	2	0	8	0	8	5	3	0	1	0	4	1	0	1
2tctA	0	0	0	0	0	0	0	10	0	15	16	3	0	0	0	0	0	0	0	24	0	32	23	7	0	8	0	31	11	3	0	2	0	9	2	1	1
2wrpR	0	0	0	0	0	0	0	8	0	12	5	1	0	0	0	0	0	0	0	6	0	18	17	1	0	9	0	10	8	3	0	2	0	3	0	0	1
2ztaA	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	0	0	0	0	1	0	3	5	1	0	3	0	5	2	0	0	1	0	0	0	0	1
3sdhA	0	0	0	0	0	0	0	8	0	15	7	1	0	0	0	0	1	0	0	14	0	23	17	9	0	6	1	21	8	1	0	3	0	5	3	1	1
4icbA	0	0	0	0	0	0	0	6	0	10	3	4	0	0	0	0	0	0	0	7	0	12	8	2	0	7	0	5	5	0	0	2	0	2	2	0	1
5easA	0	0	0	0	0	0	0	27	1	38	35	15	0	4	1	0	3	0	0	38	3	83	56	20	0	34	2	54	34	11	0	13	1	25	7	8	1
