id	AA	BA	CA	DA	EA	FA	AB	BB	CB	DB	EB	FB	AC	BC	CC	DC	EC	FC	AD	BD	CD	DD	ED	FD	AE	BE	CE	DE	EE	FE	AF	BF	CF	DF	EF	FF	label
1djxA	0	0	0	0	0	0	0	24	2	41	23	15	0	1	0	7	1	2	0	52	5	101	54	16	0	21	2	51	32	13	0	7	2	28	9	3	2
1dkgA	0	0	0	0	0	0	0	6	0	16	18	0	0	0	0	0	0	0	0	17	0	24	20	3	0	17	0	20	11	1	0	0	0	4	0	0	2
1dlcA	0	0	0	0	0	0	0	22	0	54	31	20	0	1	0	1	1	0	0	50	1	103	59	36	0	34	1	56	20	14	0	19	1	36	14	9	2
1dupA	0	0	0	0	0	0	0	3	0	10	9	3	0	0	0	1	0	0	0	11	0	27	18	3	0	7	1	19	14	1	0	4	0	2	2	0	2
1eftA	0	0	0	0	0	0	0	17	0	30	30	4	0	1	0	0	0	0	0	25	1	102	49	9	0	28	0	46	28	9	0	9	0	9	4	3	2
1epnE	0	0	0	0	0	0	0	4	0	17	15	5	0	0	0	2	0	0	0	23	1	112	29	23	0	9	0	37	7	7	0	5	1	20	9	3	2
1esfA	0	0	0	0	0	0	0	14	0	23	17	8	0	1	0	1	0	0	0	26	1	39	12	11	0	17	1	19	7	4	0	4	0	7	12	4	2
1exgA	0	0	0	0	0	0	0	2	1	8	3	3	0	0	0	2	0	0	0	10	1	37	9	8	0	3	0	10	1	0	0	2	0	8	1	0	2
1fgpA	0	0	0	0	0	0	0	4	0	7	2	2	0	1	0	2	1	0	0	9	1	12	5	4	0	1	2	6	2	1	0	1	1	3	2	0	2
1fivA	0	0	0	0	0	0	0	7	0	10	9	2	0	1	0	0	1	0	0	8	0	18	11	3	0	9	2	9	11	3	0	3	0	3	2	0	2
1fnbA	0	0	0	0	0	0	0	12	1	30	11	5	0	0	0	1	4	0	0	27	2	57	30	15	0	10	2	35	13	9	0	10	0	9	11	1	2
1fuiA	0	0	0	0	0	0	0	23	2	55	28	9	0	1	0	7	2	2	0	59	3	118	74	27	0	23	5	77	21	6	0	11	2	23	8	4	2
1ggtA	0	0	0	0	0	0	0	38	1	61	42	16	0	1	0	5	2	1	0	66	2	125	70	34	0	38	3	73	36	20	0	15	3	32	20	5	2
1gofA	0	0	0	0	0	0	0	16	2	66	12	14	0	2	0	1	2	1	0	69	4	179	60	31	0	16	0	69	20	10	0	6	0	29	21	8	2
1gprA	0	0	0	0	0	0	0	7	0	17	10	0	0	0	0	0	0	0	0	15	0	25	22	6	0	12	0	22	11	2	0	0	0	4	4	0	2
1gtrA	0	0	0	0	0	0	0	24	1	53	27	15	0	1	0	3	2	4	0	52	3	90	60	21	0	24	6	58	20	11	0	19	0	22	10	2	2
1gziA	0	0	0	0	0	0	0	3	0	4	3	0	0	0	0	0	0	0	0	3	0	11	13	1	0	5	0	11	9	0	0	0	0	1	0	0	2
1havA	0	0	0	0	0	0	0	9	0	15	13	5	0	0	0	0	1	0	0	18	1	40	28	5	0	11	0	29	19	4	0	4	0	9	1	3	2
1hbpA	0	0	0	0	0	0	0	11	1	17	9	3	0	1	0	2	2	1	0	17	4	26	12	13	0	6	1	14	7	4	0	6	0	13	2	2	2
1hcdA	0	0	0	0	0	0	0	2	0	11	2	1	0	0	0	1	0	0	0	12	1	44	13	3	0	2	0	11	2	4	0	0	0	6	2	0	2
1hgeA	0	0	0	0	0	0	0	19	2	26	13	5	0	3	0	4	2	0	0	27	3	79	36	11	0	13	3	34	14	7	0	4	1	12	6	3	2
1hmsA	0	0	0	0	0	0	0	4	0	10	7	4	0	0	0	0	1	0	0	13	1	28	16	4	0	4	0	17	9	2	0	3	0	7	0	0	2
1hoeA	0	0	0	0	0	0	0	3	0	7	0	2	0	0	0	3	1	0	0	9	1	14	9	3	0	1	2	8	1	2	0	0	1	4	2	0	2
1hplA	0	0	0	0	0	0	0	15	3	45	21	11	0	1	0	9	3	1	0	44	4	85	40	25	0	24	2	37	19	9	0	12	4	22	8	4	2
1hxnA	0	0	0	0	0	0	0	3	1	16	12	1	0	0	0	3	2	1	0	23	3	51	15	11	0	7	1	21	9	7	0	1	1	11	7	2	2
1idkA	0	0	0	0	0	0	0	17	4	30	14	8	0	2	0	3	1	1	0	31	2	87	36	13	0	14	1	32	16	10	0	9	0	17	6	4	2
1ihwA	0	0	0	0	0	0	0	3	0	5	2	0	0	0	0	0	0	0	0	4	0	12	3	4	0	1	0	6	6	0	0	1	0	0	3	1	2
1irsA	0	0	0	0	0	0	0	4	0	9	7	1	0	0	0	1	1	0	0	6	1	23	14	3	0	8	1	11	8	3	0	3	0	2	2	3	2
1kapP	0	0	0	0	0	0	0	24	0	56	20	7	0	0	0	0	0	0	0	47	0	106	40	31	0	24	0	35	17	10	0	12	0	28	8	4	2
1kitA	0	0	0	0	0	0	0	35	0	88	40	21	0	0	0	0	0	0	0	88	0	146	67	33	0	42	0	71	44	10	0	18	0	30	16	7	2
1knbA	0	0	0	0	0	0	0	7	0	17	7	3	0	1	0	1	0	0	0	16	2	43	20	10	0	6	0	19	9	5	0	4	0	11	3	1	2
1ltsD	0	0	0	0	0	0	0	2	0	14	5	2	0	0	0	0	2	0	0	14	1	14	12	4	0	5	1	14	4	1	0	1	0	4	2	0	2
1lxaA	0	0	0	0	0	0	0	10	0	23	12	1	0	1	0	2	0	2	0	19	2	61	36	10	0	12	3	32	17	2	0	4	0	9	2	1	2
1maiA	0	0	0	0	0	0	0	9	0	12	8	1	0	1	0	1	0	0	0	13	1	20	10	6	0	7	0	13	6	1	0	0	1	4	3	1	2
1mjcA	0	0	0	0	0	0	0	4	0	5	3	1	0	0	0	0	0	0	0	7	0	18	6	4	0	2	0	7	1	2	0	0	0	6	1	1	2
1mmdA	0	0	0	0	0	0	0	51	1	73	45	15	0	1	0	3	3	0	0	81	2	122	63	35	0	38	3	74	40	18	0	14	1	31	22	6	2
1msaA	0	0	0	0	0	0	0	4	1	12	5	2	0	1	0	1	1	0	0	12	0	22	3	6	0	5	1	5	9	5	0	3	1	2	7	0	2
1mspA	0	0	0	0	0	0	0	4	1	13	6	5	0	0	0	2	0	0	0	16	1	24	12	4	0	5	0	15	5	0	0	4	0	4	1	1	2
1nbcA	0	0	0	0	0	0	0	5	1	17	10	3	0	0	0	0	0	1	0	19	0	30	12	9	0	6	0	13	3	4	0	7	0	9	1	4	2
1nciA	0	0	0	0	0	0	0	5	0	9	9	0	0	0	0	0	0	0	0	7	0	22	12	3	0	9	0	11	7	2	0	1	0	3	1	0	2
1neuA	0	0	0	0	0	0	0	3	1	15	3	2	0	0	0	2	0	0	0	9	1	14	12	11	0	8	0	7	4	4	0	3	0	9	5	1	2
1noaA	0	0	0	0	0	0	0	0	2	8	3	4	0	2	0	2	0	0	0	11	2	36	13	2	0	2	0	13	2	2	0	1	0	6	1	0	2
1npoA	0	0	0	0	0	0	0	6	3	6	1	0	0	2	2	8	2	0	0	5	4	21	7	1	0	2	2	3	0	2	0	1	2	0	0	0	2
1oacA	0	0	0	0	0	0	0	38	0	66	40	17	0	0	0	0	0	0	0	72	0	142	77	30	0	28	0	87	43	13	0	23	0	26	11	5	2
1ospO	0	0	0	0	0	0	0	10	0	27	15	4	0	0	0	1	0	0	0	30	1	65	29	3	0	14	0	31	11	1	0	2	0	4	2	0	2
1pdrA	0	0	0	0	0	0	0	3	0	12	2	1	0	0	0	0	0	0	0	9	0	27	13	2	0	4	0	9	6	2	0	2	0	2	1	0	2
1pgsA	0	0	0	0	0	0	0	8	1	31	11	9	0	1	0	3	0	2	0	29	4	66	33	18	0	12	0	29	7	7	0	10	1	21	4	3	2
1pkyA	0	0	0	0	0	0	0	17	2	45	27	2	0	0	0	2	4	0	0	46	3	99	55	10	0	25	1	60	47	2	0	5	0	7	2	2	2
1plcA	0	0	0	0	0	0	0	6	0	10	4	2	0	0	0	0	0	1	0	9	1	19	11	4	0	4	0	11	6	1	0	2	0	4	2	1	2
1pmiA	0	0	0	0	0	0	0	25	0	44	30	6	0	2	0	1	0	2	0	42	3	85	42	17	0	25	2	45	22	10	0	11	0	14	10	1	2
1prcH	0	0	0	0	0	0	0	6	1	27	11	2	0	0	0	0	0	1	0	26	0	51	31	11	0	12	0	32	19	5	0	3	0	9	6	3	2
1prrA	0	0	0	0	0	0	0	17	0	16	10	4	0	0	0	0	0	0	0	14	0	27	23	7	0	11	0	24	5	0	0	5	0	3	3	3	2
1pseA	0	0	0	0	0	0	0	1	0	5	5	2	0	0	0	0	0	0	0	7	0	13	6	4	0	3	0	9	5	0	0	2	0	3	1	2	2
1pypA	0	0	0	0	0	0	0	14	0	32	18	2	0	1	0	0	0	0	0	28	0	54	26	18	0	18	0	27	10	4	0	5	1	14	4	4	2
1qbaA	0	0	0	0	0	0	0	36	2	95	45	13	0	1	0	4	1	0	0	88	2	176	82	52	0	45	2	81	30	13	0	22	0	44	12	11	2
1rgsA	0	0	0	0	0	0	0	16	0	20	18	6	0	0	0	2	0	0	0	25	1	50	24	9	0	10	1	31	18	7	0	9	0	6	7	3	2
1ripA	0	0	0	0	0	0	0	2	0	4	5	0	0	0	0	0	0	0	0	8	0	20	8	5	0	2	0	12	7	1	0	0	0	4	2	0	2
1rsyA	0	0	0	0	0	0	0	6	0	8	10	6	0	0	0	0	0	0	0	10	0	22	13	8	0	6	0	18	9	2	0	8	0	5	3	0	2
1sacA	0	0	0	0	0	0	0	7	0	17	8	7	0	0	0	0	2	0	0	18	0	35	20	10	0	9	1	21	13	8	0	5	1	11	8	2	2
1scsA	0	0	0	0	0	0	0	4	0	24	10	6	0	0	0	0	0	0	0	26	0	56	26	10	0	11	0	27	10	4	0	2	0	12	6	2	2
1sftA	0	0	0	0	0	0	0	15	0	23	21	4	0	1	0	2	1	0	0	29	2	75	51	22	0	12	2	58	21	7	0	7	0	20	6	2	2
1slaA	0	0	0	0	0	0	0	5	1	13	7	6	0	1	0	2	3	0	0	13	1	21	14	5	0	9	4	9	4	2	0	3	0	10	0	0	2
1sluA	0	0	0	0	0	0	0	7	1	10	8	3	0	1	0	1	0	0	0	13	1	18	16	5	0	7	0	16	8	3	0	1	0	7	3	1	2
1smpI	0	0	0	0	0	0	0	1	1	11	4	1	0	0	0	2	0	0	0	13	0	23	13	3	0	3	1	12	4	1	0	1	0	4	0	1	2
1sriA	0	0	0	0	0	0	0	2	0	12	1	3	0	0	0	0	0	0	0	12	0	39	11	6	0	1	0	8	4	4	0	3	0	10	0	1	2
1stmA	0	0	0	0	0	0	0	3	0	12	4	5	0	0	0	2	0	0	0	17	0	34	16	4	0	3	0	19	8	1	0	1	2	4	3	2	2
1styA	0	0	0	0	0	0	0	4	0	14	8	1	0	0	0	0	0	0	0	20	0	32	9	8	0	2	0	17	8	2	0	1	0	6	4	0	2
1tdtA	0	0	0	0	0	0	0	10	0	20	17	5	0	1	0	1	0	1	0	27	2	45	30	6	0	11	0	32	20	7	0	3	1	12	3	1	2
1thjA	0	0	0	0	0	0	0	14	0	25	13	1	0	1	0	0	0	0	0	24	0	31	28	6	0	11	1	25	11	7	0	3	0	7	4	0	2
1thwA	0	0	0	0	0	0	0	3	1	14	9	4	0	3	1	8	2	2	0	11	13	63	10	12	0	7	0	15	4	2	0	7	1	9	3	2	2
1tspA	0	0	0	0	0	0	0	15	0	49	24	11	0	4	0	3	0	1	0	46	6	122	66	23	0	19	1	66	23	14	0	15	1	23	9	2	2
1tulA	0	0	0	0	0	0	0	6	1	9	7	3	0	1	0	1	1	0	0	7	2	13	7	4	0	8	0	9	10	2	0	4	0	1	4	1	2
1tupA	0	0	0	0	0	0	0	5	2	16	8	4	0	1	0	6	2	1	0	19	7	44	20	5	0	8	1	21	7	4	0	2	0	9	3	0	2
1uloA	0	0	0	0	0	0	0	5	0	14	7	2	0	0	0	0	2	0	0	15	0	41	15	9	0	7	2	15	4	1	0	1	0	11	0	0	2
1umuA	0	0	0	0	0	0	0	3	0	7	10	0	0	0	0	0	0	0	0	9	0	20	11	3	0	7	0	13	11	2	0	2	0	2	1	1	2
1vcaA	0	0	0	0	0	0	0	6	2	14	17	1	0	0	0	4	2	0	0	20	4	38	21	8	0	13	0	26	5	4	0	1	0	8	3	1	2
1vieA	0	0	0	0	0	0	0	0	0	6	4	1	0	0	0	0	0	1	0	7	1	14	5	3	0	3	0	7	1	0	0	0	0	4	1	1	2
1vmoA	0	0	0	0	0	0	0	6	0	14	8	0	0	0	1	3	2	2	0	16	6	30	13	13	0	2	1	18	7	2	0	4	0	13	0	1	2
1wapA	0	0	0	0	0	0	0	1	0	8	4	0	0	0	0	0	0	0	0	8	0	15	7	3	0	3	0	7	6	1	0	2	0	2	0	0	2
1wbaA	0	0	0	0	0	0	0	8	0	19	6	3	0	0	0	1	0	1	0	19	2	37	15	9	0	8	0	17	12	0	0	2	0	7	4	0	2
1whiA	0	0	0	0	0	0	0	6	0	12	1	1	0	0	0	1	0	0	0	7	0	33	18	2	0	6	1	11	15	2	0	1	0	3	1	0	2
1whoA	0	0	0	0	0	0	0	4	0	10	3	4	0	0	0	0	0	0	0	11	0	14	12	5	0	4	0	10	3	2	0	2	0	7	2	0	2
1wktA	0	0	0	0	0	0	0	1	3	8	2	2	0	1	2	5	2	0	0	9	3	19	6	2	0	2	2	4	3	3	0	2	0	4	1	1	2
1wpoA	0	0	0	0	0	0	0	2	0	20	8	3	0	0	0	1	1	1	0	23	1	39	30	6	0	6	2	26	8	8	0	3	0	12	3	0	2
1xnbA	0	0	0	0	0	0	0	1	0	16	9	6	0	0	0	0	0	0	0	18	0	53	8	17	0	4	0	14	5	3	0	9	0	14	4	3	2
1xsoA	0	0	0	0	0	0	0	9	0	18	2	2	0	0	0	2	1	0	0	17	1	34	22	4	0	4	2	19	6	0	0	1	0	4	1	0	2
1yhbA	0	0	0	0	0	0	0	4	0	6	5	0	0	0	0	0	1	0	0	5	0	16	11	7	0	3	0	13	6	1	0	3	1	3	1	0	2
1ytfC	0	0	0	0	0	0	0	2	0	4	2	2	0	0	0	1	1	0	0	5	1	6	3	2	0	2	1	4	3	1	0	2	0	2	1	0	2
2arcA	0	0	0	0	0	0	0	3	0	18	9	1	0	0	0	0	1	0	0	15	1	28	11	12	0	8	0	12	11	6	0	6	0	9	4	5	2
2bbkH	0	0	0	0	0	0	0	13	0	33	18	4	0	1	0	1	0	0	0	33	1	88	32	16	0	17	0	30	19	13	0	5	1	17	10	2	2
2bbvA	0	0	0	0	0	0	0	7	2	25	13	7	0	0	0	4	1	0	0	24	2	67	36	19	0	11	1	38	15	4	0	11	0	14	5	1	2
2bpaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2cbaA	0	0	0	0	0	0	0	8	0	22	16	7	0	1	0	0	0	0	0	28	0	56	22	17	0	7	1	29	14	2	0	9	0	16	1	1	2
2cplA	0	0	0	0	0	0	0	4	1	16	7	3	0	1	0	1	2	0	0	16	2	42	12	9	0	4	0	16	5	4	0	5	1	6	4	2	2
2engA	0	0	0	0	0	0	0	9	3	16	5	7	0	3	2	8	0	1	0	17	7	51	12	15	0	5	0	15	3	0	0	6	2	13	2	3	2
2fgfA	0	0	0	0	0	0	0	4	0	11	4	2	0	1	0	1	1	1	0	14	2	28	15	3	0	1	1	16	3	4	0	2	1	5	2	4	2
2hftA	0	0	0	0	0	0	0	9	1	20	13	4	0	2	0	1	0	1	0	17	0	45	15	12	0	13	1	16	6	4	0	6	2	7	6	3	2
2kauB	0	0	0	0	0	0	0	2	0	8	6	2	0	0	0	1	0	0	0	8	1	26	9	7	0	7	0	9	5	0	0	1	0	7	1	0	2
2kauC	0	0	0	0	0	0	0	17	0	59	26	2	0	2	0	4	2	0	0	46	7	123	82	17	0	37	1	71	31	7	0	2	0	19	6	3	2
2ohxA	0	0	0	0	0	0	0	11	1	22	16	4	0	2	1	7	3	1	0	24	9	87	48	16	0	12	3	54	26	2	0	5	0	15	4	0	2
2pcdA	0	0	0	0	0	0	0	8	1	19	11	10	0	0	0	2	0	0	0	28	1	38	16	4	0	10	0	21	9	2	0	3	0	8	6	2	2
2pecA	0	0	0	0	0	0	0	14	1	33	17	7	0	2	0	1	1	0	0	29	1	94	34	17	0	18	1	31	12	6	0	9	0	17	4	2	2
2phlA	0	0	0	0	0	0	0	30	0	36	23	7	0	0	0	0	0	0	0	38	0	60	28	13	0	20	0	30	32	7	0	9	0	12	6	8	2
2piaA	0	0	0	0	0	0	0	11	2	37	6	7	0	0	1	3	3	1	0	34	4	78	36	9	0	15	1	29	13	5	0	3	0	15	4	3	2
2sblB	0	0	0	0	0	0	0	31	1	68	47	14	0	0	0	2	2	0	0	72	0	165	88	34	0	43	2	89	43	25	0	15	1	36	21	7	2
2silA	0	0	0	0	0	0	0	17	1	34	18	9	0	0	0	2	1	1	0	40	1	91	28	21	0	14	2	38	23	3	0	7	0	17	10	2	2
2snvA	0	0	0	0	0	0	0	5	0	10	6	4	0	0	0	0	0	0	0	11	0	45	17	7	0	5	0	19	8	0	0	4	0	7	1	1	2
2trcB	0	0	0	0	0	0	0	18	2	31	7	10	0	1	1	8	4	0	0	26	9	72	41	10	0	20	1	33	12	6	0	2	1	14	9	1	2
3dpaA	0	0	0	0	0	0	0	15	1	18	10	5	0	0	0	1	1	0	0	22	1	47	25	3	0	9	0	25	10	6	0	3	0	7	4	4	2
3ullA	0	0	0	0	0	0	0	4	0	11	6	1	0	0	0	0	0	0	0	9	0	18	13	5	0	6	0	14	4	4	0	3	0	2	5	0	2
4aahA	0	0	0	0	0	0	0	13	2	48	27	15	0	0	1	1	4	0	0	54	2	136	48	38	0	28	1	59	22	6	0	11	0	34	14	6	2
4gcrA	0	0	0	0	0	0	0	6	1	14	8	9	0	3	0	4	0	0	0	13	4	28	15	8	0	6	0	14	6	6	0	10	2	9	3	4	2
4kbpA	0	0	0	0	0	0	0	8	0	40	11	16	0	0	0	0	1	0	0	45	1	84	43	30	0	17	0	36	15	10	0	5	0	43	8	10	2
