id	skewness	kurtosis
1gtp	0.006727093489219747	-0.5659460598954652
1gtq	0.1058143638074398	-0.7425807360442825
1gua	0.014063517252604168	-0.7209667969780225
1han	-0.033173625047008194	-0.5553499990044896
1hfc	0.005318373441696167	-0.7285341347154727
1hqi	-0.1208106431909578	-0.9620638223914485
1hum	-0.021285972868402794	-0.6579045423229011
1hxp	-0.0407752338796854	-0.5669266769319536
1iba	-0.15308230889566016	-0.9506762530859955
1igd	-0.02638399104277293	-0.9250012373120521
1kap	0.0012009666922191756	-1.1712983539669435
1kif	0.020420267091443144	-0.7329300845618429
1kpa	0.0018104364474614484	-0.8231985778814708
1kpt	-0.02721020284419258	-0.6367815909817632
1kuh	-0.015460732082525889	-0.934991292957914
1kvd	0.030406251782551408	-0.6506508617484605
1lba	0.04434292142589887	-0.8614541073436017
1lbu	-0.12883593887090683	-0.6321165632414957
1lgr	-0.00013047270476818085	-0.42088512456975885
1lit	0.024553536127010982	-0.6345703078092545
1lml	0.06324326992034912	-0.7491551998136589
1lts	0.0476864081962655	-0.7974631034607478
1mbb	-0.08157085999846458	-0.9403766901460461
1mka	0.004088773081700008	-0.7963854594177682
1mla	0.23765127547085285	-0.8739269384311755
1mli	0.023548661607007186	-0.5871697469296029
1mng	0.09442692218969266	-0.7863846570090192
1mol	0.0037676443656285592	-0.5917232963339094
1mrj	-0.0682830015818278	-0.857867785556803
1msk	-0.106248389929533	-0.8689546325164367
1mut	0.06516926656994554	-0.7847428025836608
1mxa	-0.0041599515825510025	-0.9314749274702273
1nox	-0.619130444402496	0.2870368484421821
1npk	0.07982838153839111	-0.698518404150692
1oac	-0.14923969035347306	-0.32573958256152746
1ofg	0.08128718700673844	0.07731720113134262
1ord	-0.18742450202504796	-0.5045549392703794
1otf	-0.01321831247251895	-0.909629335621095
1otg	0.12835960711042085	-0.705952309255291
1oun	0.12900293866793314	-0.6108971605686128
1pax	-0.07099124602973461	-0.8121309558990687
1pba	-0.09275068235583603	-0.7726101773570789
1pbe	-0.0034309054414431253	-1.0239982852792813
1pda	0.04853208611408869	-0.8823010190714764
1pil	0.023357981195052464	-0.6777614851260751
1pkp	-0.04795823494593302	-0.6475891278182783
1plq	0.023005348940690357	-0.41382280318113507
1pma	0.004522861092395729	-0.4657320070067416
1pmd	-0.3307322710752487	-0.5842837405130757
1pne	-0.07626756777366002	-0.6845904889220925
1pnk	0.2800614694133401	-0.6842196469518919
1prt	0.02006025828369376	-0.7445734588903141
1psd	0.013933041443427403	-0.7874803631936913
1ptf	0.10778523112336795	-0.9495368733783162
1pya	-0.054611303740077576	-0.7180528665158409
1qap	0.11782255272070566	-0.8204707236432419
1qba	0.0631256898244222	-0.8383276691303111
1raa	0.020869942614808686	-0.7086966072986365
1reg	-0.10802981878320375	-0.7521074428475103
1ris	-0.32885701457659405	-0.711035825438727
1scu	0.10255754304428896	-0.7691370978216774
1sei	-0.10880216459433238	-0.4150339545244601
1set	-0.20175323340420923	-0.4449463432130861
1sha	-0.02554624030987422	-0.9276090436891051
1sly	0.2126590460538864	-0.9130632997213
1smn	-0.010711425294478737	-0.819403029580555
1spb	-0.18725843975941342	-0.3112679899489712
1srs	nan	nan
1sso	-0.07192699197912589	-0.760805662381225
1std	0.013171316434939703	-0.9063480426368367
1stu	-0.20020207837224008	-0.450695852416971
1tbd	0.16442971924940744	-0.5317323916294557
1tfe	0.34325750668843585	-0.391625161769271
1tif	0.27497448151310283	-0.7763507552846499
1tig	-0.18769683067997298	-0.8966167093199822
1tpt	-0.002622311313947042	-0.7838178132132795
1tys	0.09597682456175487	-0.7759191938216125
1uae	0.03971455556650957	-1.0532314775569032
1ubi	0.1979265958070755	-0.5368728167955882
1udi	0.06481627840548754	-0.7236360090707685
1upl	0.13144586918254694	-0.8016986194902553
1vao	-0.012264701072126623	-0.9587462111964482
1vcc	-0.07161385814348857	-0.9012012173671087
1vhh	0.11149549732605617	-0.5778668248974652
1vig	-0.18275919202715157	-0.9064432143492868
1vjw	-0.0047471461196740465	-0.94711236299741
1xer	0.04595551639795303	-0.8713156316699798
1xxa	0.008411660195431781	-0.8829797989332421
1ytb	nan	nan
1yua	-0.05519910908351915	-0.7934253720774536
2act	0.03090069629251957	-0.8224836003557238
2baa	0.12175329308956861	-0.8340327718472573
2bop	nan	nan
2chs	-0.015987888431280024	-0.7200202912393808
2cmd	-0.0443936021377643	-0.8090201605882187
2glt	0.31002641717592877	-0.6204935805522155
2kau	0.14565980571529105	-0.6166437684049232
2ms2	-0.06881614267412159	-0.5620614300222547
2phy	-0.030304122405747574	-0.7960393084707614
2pol	0.017528885354598366	-0.8306765877096292
2reb	0.005947158982356389	-0.6967482272737969
2sic	-0.015294511181612808	-0.7172301073854491
2vik	-0.14602530375123024	-0.8149736707087798
3fib	-0.0033349011403818927	-0.7791969096582517
3pmg	-0.010293247178196909	-0.7783825666697893
3rub	0.036290320567786694	-0.3806824455036446
4kbp	-0.002412655119163294	-0.7220377812296884
7rsa	0.036189806958039604	-0.8974307398685045
